dev,seq,hint,threads,time,workGB,tlb,readGB,CPUwork
./test_file,1,2,20,26.0115,2.63196,138260,5.26404,4628
./test_file,1,2,20,27.0122,2.77209,147809,5.54382,4588
./test_file,1,2,20,28.0126,2.58911,133968,5.17847,4635
./test_file,1,2,20,29.013,2.70105,143745,5.40222,4621
./test_file,1,2,20,30.0135,2.62134,136554,5.24243,4615
./test_file,1,2,20,31.0139,2.62244,140647,5.24513,4594
./test_file,1,2,20,32.0143,2.74487,146199,5.4895,4572
./test_file,1,2,20,33.0147,2.59497,137323,5.19043,4605
./test_file,1,2,20,34.0151,2.54932,130662,5.09888,4695
./test_file,1,2,20,35.0155,2.54138,132447,5.08252,4688
./test_file,1,2,20,36.0159,2.56152,133850,5.12329,4698
./test_file,1,2,20,37.0163,2.5636,133758,5.12671,4649
./test_file,1,2,20,38.0168,2.54749,137709,5.09525,4592
./test_file,1,2,20,39.0172,2.58289,150984,5.16578,4556
./test_file,1,2,20,40.0176,2.67671,153081,5.35303,4574
./test_file,1,2,20,41.018,2.72026,146968,5.44112,4537
./test_file,1,2,20,42.0184,2.61768,143555,5.23523,4583
./test_file,1,2,20,43.0188,2.71608,144750,5.43201,4679
./test_file,1,2,20,44.0192,2.71002,148974,5.42029,4679
./test_file,1,2,20,45.0196,2.70451,145573,5.40894,4657
./test_file,1,2,20,46.02,2.63257,143556,5.26514,4613
./test_file,1,2,20,47.0204,2.94189,163416,5.88342,4578
./test_file,1,2,20,48.0209,2.71521,145394,5.43121,4612
./test_file,1,2,20,49.0213,2.72998,146729,5.45984,4616
./test_file,1,2,20,50.0217,2.86792,156147,5.73547,4586
./test_file,1,2,20,51.0222,2.73329,147429,5.46692,4623
./test_file,1,2,20,52.0226,2.66669,145350,5.33314,4601
./test_file,1,2,20,53.023,3.00005,170154,6.00037,4595
./test_file,1,2,20,54.0234,2.63391,141251,5.26794,4608
./test_file,1,2,20,55.0239,2.57104,138822,5.14221,4566
./test_file,1,2,20,56.0243,2.59131,135658,5.1825,4671
./test_file,1,2,20,57.0247,2.57996,137724,5.15991,4558
./test_file,1,2,20,58.0251,2.59534,139137,5.19055,4563
./test_file,1,2,20,59.0256,2.69788,145474,5.39587,4589
./test_file,1,2,20,60.026,2.77869,153488,5.55737,4620
./test_file,1,2,20,61.0265,2.77319,151251,5.54616,4598
./test_file,1,2,20,62.0269,2.6272,145720,5.25464,4531
./test_file,1,2,20,63.0273,2.65247,140908,5.30481,4599
./test_file,1,2,20,64.0277,2.73657,148717,5.47302,4599
./test_file,1,2,20,65.0281,2.64331,142708,5.28769,4608
./test_file,1,2,20,66.0285,2.6582,142811,5.31641,4646
./test_file,1,2,20,67.0289,2.63721,142349,5.27429,4592
./test_file,1,2,20,68.0294,2.56018,139508,5.12251,4514
./test_file,1,2,20,69.0298,2.74695,150437,5.49377,4519
./test_file,1,2,20,70.0302,2.6416,143286,5.28296,4557
./test_file,1,2,20,71.0306,2.58972,140866,5.18018,4564
./test_file,1,2,20,72.0311,2.56641,137495,5.1322,4638
./test_file,1,2,20,73.0315,2.58118,139220,5.16248,4611
./test_file,1,2,20,74.0319,2.60339,138314,5.20679,4614
./test_file,1,2,20,75.0323,2.55591,136419,5.11206,4519
./test_file,1,2,20,76.0328,2.59094,137199,5.18152,4592
./test_file,1,2,20,77.0332,2.62341,142409,5.24695,4477
./test_file,1,2,20,78.0336,2.76233,152403,5.52454,4544
./test_file,1,2,20,79.034,2.62732,140666,5.25488,4517
./test_file,1,2,20,80.0345,2.69836,147414,5.3965,4474
./test_file,1,2,20,81.0349,2.7749,151021,5.54993,4533
./test_file,1,2,20,82.0354,2.73572,150664,5.47131,4427
./test_file,1,2,20,83.0358,2.64233,146993,5.28455,4495
./test_file,1,2,20,84.0363,2.87878,160656,5.75799,4471
./test_file,1,2,20,85.0367,2.76355,157872,5.52736,4555
./test_file,1,2,20,86.0372,2.68091,143100,5.36194,4570
./test_file,1,2,20,87.0376,2.83484,161338,5.66907,4598
./test_file,1,2,20,88.0381,2.84863,158457,5.69775,4572
./test_file,1,2,20,89.0385,2.62463,142049,5.24928,4598
./test_file,1,2,20,90.0389,2.83289,158763,5.66565,4571
./test_file,1,2,20,91.0394,2.85229,162186,5.70447,4544
./test_file,1,2,20,92.0398,2.58728,140008,5.1747,4578
./test_file,1,2,20,93.0402,2.62305,145053,5.24599,4551
./test_file,1,2,20,94.0406,2.59302,140861,5.1864,4592
./test_file,1,2,20,95.0411,2.61389,139195,5.22742,4620
./test_file,1,2,20,96.0415,2.68884,147559,5.37793,4593
./test_file,1,2,20,97.042,2.70959,147733,5.41895,4599
./test_file,1,2,20,98.0424,2.81079,159175,5.6217,4583
./test_file,1,2,20,99.0428,2.62312,138667,5.24622,4617
./test_file,1,2,20,100.043,2.63091,143232,5.2629,4591
./test_file,1,2,20,101.044,2.72925,151922,5.45845,4587
./test_file,1,2,20,102.044,2.72156,147190,5.44336,4574
./test_file,1,2,20,103.045,2.62573,146628,5.25188,4537
./test_file,1,2,20,104.045,2.70691,147162,5.41357,4596
./test_file,1,2,20,105.045,2.62427,142675,5.24878,4496
./test_file,1,2,20,106.046,2.70833,150427,5.4165,4490
./test_file,1,2,20,107.046,2.6674,145062,5.33524,4433
./test_file,1,2,20,108.047,2.57812,140930,5.15613,4391
./test_file,1,2,20,109.047,2.5498,137125,5.09924,4493
./test_file,1,2,20,110.048,2.58923,139416,5.17847,4398
./test_file,1,2,20,111.048,2.61537,142973,5.23083,4457
./test_file,1,2,20,112.049,2.58104,141339,5.16199,4545
./test_file,1,2,20,113.049,2.62036,140755,5.24097,4534
./test_file,1,2,20,114.049,2.59497,142427,5.1897,4571
./test_file,1,2,20,115.05,2.77087,153523,5.54163,4574
./test_file,1,2,20,116.05,2.64685,158921,5.29407,4585
./test_file,1,2,20,117.051,2.64941,145583,5.29871,4642
./test_file,1,2,20,118.051,2.77173,152130,5.54346,4605
./test_file,1,2,20,119.051,2.71777,147264,5.43579,4610
./test_file,1,2,20,120.052,2.6792,143811,5.35803,4604
./test_file,1,2,20,121.052,2.78772,153707,5.5756,4598
./test_file,1,2,20,122.053,2.83789,156448,5.67554,4599
./test_file,1,2,20,123.053,2.68396,145619,5.36804,4585
./test_file,1,2,20,124.054,2.77405,153815,5.5481,4570
./test_file,1,2,20,125.054,2.90942,163828,5.81917,4582
./test_file,1,2,20,126.054,2.60071,139076,5.20142,4594
./test_file,1,2,20,127.055,2.70361,148994,5.4071,4584
./test_file,1,2,20,128.055,3.01514,171775,6.03242,4562
./test_file,1,2,20,129.056,2.60645,137588,5.21301,4573
./test_file,1,2,20,130.056,2.60498,139192,5.22158,4569
./test_file,1,2,20,131.057,2.5863,138081,5.17249,4592
./test_file,1,2,20,132.057,2.56569,135727,5.13184,4571
./test_file,1,2,20,133.058,2.69481,147152,5.3894,4553
./test_file,1,2,20,134.058,2.65515,145827,5.3103,4556
./test_file,1,2,20,135.058,2.83252,158686,5.66492,4543
./test_file,1,2,20,136.059,2.66968,142474,5.33948,4583
./test_file,1,2,20,137.059,2.62378,141782,5.24768,4579
./test_file,1,2,20,138.06,2.69289,145852,5.38586,4597
./test_file,1,2,20,139.06,2.70274,147508,5.40528,4479
./test_file,1,2,20,140.06,2.6012,141190,5.20227,4452
./test_file,1,2,20,141.061,2.74524,149724,5.4906,4494
./test_file,1,2,20,142.061,2.57459,138425,5.14941,4595
./test_file,1,2,20,143.062,2.63098,141958,5.2616,4569
./test_file,1,2,20,144.062,2.75684,157604,5.51432,4512
./test_file,1,2,20,145.063,2.5946,140230,5.18896,4582
./test_file,1,2,20,146.063,2.59851,142107,5.1969,4575
./test_file,1,2,20,147.063,2.58154,139152,5.16321,4493
./test_file,1,2,20,148.064,2.625,142029,5.25034,4508
./test_file,1,2,20,149.064,2.58374,138656,5.16687,4539
./test_file,1,2,20,150.065,2.60962,139223,5.21985,4548
./test_file,1,2,20,151.065,2.60156,142971,5.20276,4583
./test_file,1,2,20,152.066,2.70203,150398,5.40369,4586
./test_file,1,2,20,153.066,2.70312,146042,5.40675,4599
./test_file,1,2,20,154.067,2.61902,141354,5.23828,4565
./test_file,1,2,20,155.067,2.7677,156286,5.53532,4479
./test_file,1,2,20,156.067,2.72498,146482,5.45032,4511
./test_file,1,2,20,157.068,2.70837,146385,5.41626,4488
./test_file,1,2,20,158.068,2.69446,145961,5.38904,4437
./test_file,1,2,20,159.069,2.90894,162984,5.81767,4504
./test_file,1,2,20,160.069,2.67749,144186,5.35571,4563
./test_file,1,2,20,161.07,2.73694,145483,5.47359,4626
./test_file,1,2,20,162.07,2.89954,161989,5.79919,4569
./test_file,1,2,20,163.071,2.70325,143960,5.40649,4554
./test_file,1,2,20,164.071,2.66699,144650,5.33386,4472
./test_file,1,2,20,165.071,3.04834,175876,6.0968,4498
./test_file,1,2,20,166.072,2.6012,135959,5.20215,4591
./test_file,1,2,20,167.072,2.59265,137681,5.1862,4536
./test_file,1,2,20,168.073,2.60352,136243,5.20703,4598
./test_file,1,2,20,169.073,2.58484,135652,5.16981,4616
./test_file,1,2,20,170.074,2.68947,145539,5.37903,4552
./test_file,1,2,20,171.074,2.65526,141058,5.31042,4574
./test_file,1,2,20,172.075,2.82104,153938,5.64222,4562
./test_file,1,2,20,173.075,2.70898,147237,5.41797,4572
./test_file,1,2,20,174.075,2.59753,136874,5.19495,4616
./test_file,1,2,20,175.076,2.63159,143829,5.26294,4517
./test_file,1,2,20,176.076,2.73584,148513,5.4718,4546
./test_file,1,2,20,177.077,2.58215,135397,5.16443,4552
./test_file,1,2,20,178.077,2.67041,144566,5.34083,4564
./test_file,1,2,20,179.077,2.61597,136801,5.23206,4556
./test_file,1,2,20,180.078,2.59377,138169,5.18726,4555
./test_file,1,2,20,181.078,2.78221,152907,5.56458,4522
./test_file,1,2,20,182.079,2.60022,138216,5.20044,4544
./test_file,1,2,20,183.079,2.59351,136878,5.18689,4568
./test_file,1,2,20,184.08,2.5802,137978,5.16066,4591
./test_file,1,2,20,185.08,2.60205,140004,5.20435,4491
./test_file,1,2,20,186.081,2.62451,140591,5.2489,4527
./test_file,1,2,20,187.081,2.59949,138088,5.19885,4487
./test_file,1,2,20,188.081,2.6145,140927,5.23116,4458
./test_file,1,2,20,189.082,2.61694,140124,5.23352,4567
./test_file,1,2,20,190.082,2.79102,149735,5.58215,4579
./test_file,1,2,20,191.083,2.5885,136256,5.177,4574
./test_file,1,2,20,192.083,2.74622,149588,5.49243,4556
./test_file,1,2,20,193.084,2.75439,148783,5.50879,4579
./test_file,1,2,20,194.084,2.70227,146055,5.40442,4547
./test_file,1,2,20,195.084,2.63306,138582,5.26599,4581
./test_file,1,2,20,196.085,2.93579,168152,5.87174,4478
./test_file,1,2,20,197.085,2.7041,148849,5.40866,4524
./test_file,1,2,20,198.086,2.69551,148071,5.39087,4560
./test_file,1,2,20,199.086,2.85234,160393,5.70459,4564
./test_file,1,2,20,200.087,2.77295,152548,5.54565,4596
./test_file,1,2,20,201.087,2.67261,143694,5.34534,4627
./test_file,1,2,20,202.088,2.87415,18446744073700011982,5.74866,4523
./test_file,1,2,20,203.088,2.76282,153360,5.52588,4538
./test_file,1,2,20,204.089,2.57751,137402,5.15417,4566
./test_file,1,2,20,205.089,2.63721,143660,5.27527,4534
./test_file,1,2,20,206.09,2.60799,142160,5.21509,4542
./test_file,1,2,20,207.09,2.66533,149449,5.3313,4445
./test_file,1,2,20,208.091,2.68726,144807,5.37451,4417
./test_file,1,2,20,209.091,2.78619,158506,5.57227,4538
./test_file,0,0,32,1.00041,0.0808868,18446698850220421177,5.06979,4746
./test_file,0,0,32,2.00084,0.0830765,18446649457338080382,5.06445,4733
./test_file,0,0,32,3.00129,0.0859947,0,5.07243,4724
./test_file,0,0,32,4.00171,0.0880127,0,5.02267,4705
./test_file,0,0,32,5.00212,0.0912323,0,5.04462,4722
./test_file,0,0,32,6.00251,0.0942879,0,5.03979,4706
./test_file,0,0,32,7.00294,0.0978241,0,5.01383,4644
./test_file,0,0,32,8.00333,0.101627,12,5.01956,4623
./test_file,0,0,32,9.00373,0.10508,0,4.99817,4675
./test_file,0,0,32,10.0042,0.109158,0,4.99953,4670
./test_file,0,0,32,11.0046,0.113461,0,4.99458,4631
./test_file,0,0,32,12.005,0.110909,3,4.80305,4653
./test_file,0,0,32,13.0054,0.115562,0,4.93276,4610
./test_file,0,0,32,14.0059,0.115437,14,4.90527,4643
./test_file,0,0,32,15.0063,0.116516,7,4.87249,4595
./test_file,0,0,32,16.0067,0.118362,12187,4.91608,4599
./test_file,0,0,32,17.0071,0.113636,104877,4.70928,4641
./test_file,0,0,32,18.0076,0.114979,102576,4.79093,4650
./test_file,0,0,32,19.008,0.11692,109146,4.83556,4594
./test_file,0,0,32,20.0085,0.114681,108345,4.78691,4546
./test_file,0,0,32,21.0089,0.113419,174766,4.78934,4532
./test_file,0,0,32,22.0093,0.114193,108274,4.79897,4590
./test_file,0,0,32,23.0097,0.113308,113566,4.7631,4567
./test_file,0,0,32,24.0102,0.11335,110452,4.78276,4613
./test_file,0,0,32,25.0107,0.113377,124313,4.75335,4415
./test_file,0,0,32,26.0111,0.113979,78847,4.78605,4659
./test_file,0,0,32,27.0116,0.112667,88447,4.6904,4662
./test_file,0,0,32,28.012,0.115067,92006,4.78491,4690
./test_file,0,0,32,29.0124,0.11647,92503,4.77961,4694
./test_file,0,0,32,30.0128,0.116646,81396,4.79025,4682
./test_file,0,0,32,31.0132,0.11657,82901,4.81611,4680
./test_file,0,0,32,32.0137,0.117245,107907,4.79123,4660
./test_file,0,0,32,33.0141,0.116478,108645,4.805,4677
./test_file,0,0,32,34.0145,0.115917,112304,4.78322,4646
./test_file,0,0,32,35.0149,0.117622,100075,4.81708,4676
./test_file,0,0,32,36.0154,0.117458,90433,4.82996,4691
./test_file,0,0,32,37.0158,0.116653,95362,4.79989,4677
./test_file,0,0,32,38.0162,0.116714,100212,4.80896,4704
./test_file,0,0,32,39.0166,0.117317,101422,4.8297,4648
./test_file,0,0,32,40.017,0.116356,102217,4.79946,4692
./test_file,0,0,32,41.0175,0.117588,101781,4.8358,4712
./test_file,0,0,32,42.0179,0.117474,100271,4.84082,4698
./test_file,0,0,32,43.0183,0.118328,96649,4.84512,4699
./test_file,0,0,32,44.0187,0.117336,103891,4.81112,4671
./test_file,0,0,32,45.0191,0.118427,94658,4.84458,4654
./test_file,0,0,32,46.0195,0.117836,99080,4.84354,4681
./test_file,0,0,32,47.02,0.118149,102363,4.8224,4669
./test_file,0,0,32,48.0204,0.11795,112263,4.8424,4641
./test_file,0,0,32,49.0208,0.118561,108150,4.84092,4627
./test_file,0,0,32,50.0213,0.11705,108723,4.84467,4622
./test_file,0,0,32,51.0217,0.116966,98954,4.84618,4624
./test_file,0,0,32,52.0221,0.116547,100753,4.81984,4656
./test_file,0,0,32,53.0226,0.118256,89558,4.85007,4683
./test_file,0,0,32,54.0231,0.119019,108573,4.82771,4660
./test_file,0,0,32,55.0235,0.119297,103554,4.8601,4691
./test_file,0,0,32,56.0239,0.117989,108019,4.84604,4694
./test_file,0,0,32,57.0243,0.119141,103864,4.85279,4660
./test_file,0,0,32,58.0247,0.119179,108294,4.85337,4676
./test_file,0,0,32,59.0252,0.11739,104450,4.81775,4648
./test_file,0,0,32,60.0256,0.118656,106281,4.82816,4643
./test_file,0,0,32,61.026,0.118465,107132,4.84788,4636
./test_file,0,0,32,62.0265,0.119385,111791,4.867,4589
./test_file,0,0,32,63.0269,0.116543,106955,4.81247,4631
./test_file,0,0,32,64.0273,0.118938,109764,4.84237,4604
./test_file,0,0,32,65.0277,0.119312,107452,4.85551,4623
./test_file,0,0,32,66.0282,0.118675,106466,4.85999,4643
./test_file,0,0,32,67.0287,0.11961,107202,4.86642,4649
./test_file,0,0,32,68.0291,0.116848,106227,4.78431,4677
./test_file,0,0,32,69.0295,0.118515,115462,4.84237,4613
./test_file,0,0,32,70.0299,0.119411,108457,4.87618,4634
./test_file,0,0,32,71.0303,0.118362,109563,4.86775,4607
./test_file,0,0,32,72.0308,0.118645,111866,4.84531,4615
./test_file,0,0,32,73.0312,0.118793,113169,4.8447,4602
./test_file,0,0,32,74.0316,0.118439,108961,4.81893,4664
./test_file,0,0,32,75.032,0.119785,108393,4.86309,4599
./test_file,0,0,32,76.0325,0.11945,109275,4.84141,4642
./test_file,0,0,32,77.0329,0.11871,112420,4.85709,4608
./test_file,0,0,32,78.0334,0.117455,110780,4.80968,4630
./test_file,0,0,32,79.0338,0.117435,108585,4.82919,4649
./test_file,0,0,32,80.0342,0.118843,115149,4.85978,4614
./test_file,0,0,32,81.0347,0.118641,112991,4.84879,4654
./test_file,0,0,32,82.0351,0.119419,113352,4.86312,4586
./test_file,0,0,32,83.0355,0.119576,116312,4.86304,4611
./test_file,0,0,32,84.0359,0.118374,114994,4.82639,4574
./test_file,0,0,32,85.0364,0.119228,115026,4.86572,4563
./test_file,0,0,32,86.0369,0.118362,107704,4.85767,4561
./test_file,0,0,32,87.0374,0.118397,111002,4.85536,4488
./test_file,0,0,32,88.0378,0.117996,110490,4.82183,4558
./test_file,0,0,32,89.0383,0.119354,108630,4.84019,4610
./test_file,0,0,32,90.0388,0.119099,109091,4.85248,4548
./test_file,0,0,32,91.0392,0.119709,112261,4.86814,4564
./test_file,0,0,32,92.0396,0.119152,118900,4.85825,4637
./test_file,0,0,32,93.04,0.118946,108593,4.85935,4624
./test_file,0,0,32,94.0404,0.11676,109065,4.78175,4533
./test_file,0,0,32,95.0409,0.118748,111934,4.8484,4594
./test_file,0,0,32,96.0413,0.119896,111712,4.86646,4551
./test_file,0,0,32,97.0417,0.119843,113884,4.87347,4554
./test_file,0,0,32,98.0421,0.120659,109175,4.86818,4607
./test_file,0,0,32,99.0426,0.11998,112595,4.846,4637
./test_file,0,0,32,100.043,0.119591,109106,4.86243,4640
./test_file,0,0,32,101.044,0.118046,106686,4.79507,4591
./test_file,0,0,32,102.044,0.119789,112333,4.8755,4607
./test_file,0,0,32,103.044,0.119579,108963,4.86519,4657
./test_file,0,0,32,104.045,0.118359,107677,4.78078,4655
./test_file,0,0,32,105.045,0.120495,107783,4.86433,4651
./test_file,0,0,32,106.046,0.120789,111027,4.8836,4644
./test_file,0,0,32,107.046,0.120605,111421,4.88264,4629
./test_file,0,0,32,108.046,0.119926,115511,4.84631,4616
./test_file,0,0,32,109.047,0.120342,112046,4.87702,4620
./test_file,0,0,32,110.047,0.119766,111605,4.87622,4620
./test_file,0,0,32,111.048,0.120552,112306,4.89285,4627
./test_file,0,0,32,112.049,0.119595,110790,4.87965,4609
./test_file,0,0,32,113.049,0.120567,109988,4.88982,4620
./test_file,0,0,32,114.049,0.120216,113396,4.86865,4582
./test_file,0,0,32,115.05,0.120148,112321,4.88609,4620
./test_file,0,0,32,116.051,0.12085,110714,4.87613,4548
./test_file,0,0,32,117.051,0.119652,115529,4.86572,4497
./test_file,0,0,32,118.051,0.120255,109814,4.84092,4623
./test_file,0,0,32,119.052,0.120323,111811,4.8718,4567
./test_file,0,0,32,120.052,0.120495,113106,4.88509,4530
./test_file,0,0,32,121.053,0.1213,110936,4.87737,4570
./test_file,0,0,32,122.053,0.120461,110663,4.88091,4602
./test_file,0,0,32,123.054,0.119743,111450,4.86814,4600
./test_file,0,0,32,124.054,0.118843,112489,4.85856,4559
./test_file,0,0,32,125.054,0.119949,114692,4.87922,4555
./test_file,0,0,32,126.055,0.120762,111807,4.8853,4605
./test_file,0,0,32,127.055,0.119873,113914,4.88119,4639
./test_file,0,0,32,128.056,0.12114,113174,4.89177,4607
./test_file,0,0,32,129.056,0.120468,115607,4.86533,4604
./test_file,0,0,32,130.057,0.120838,114737,4.88683,4635
./test_file,0,0,32,131.057,0.120731,114564,4.89795,4638
./test_file,0,0,32,132.057,0.120632,116471,4.88351,4616
./test_file,0,0,32,133.058,0.120712,113660,4.87741,4644
./test_file,0,0,32,134.058,0.120068,113404,4.86335,4613
./test_file,0,0,32,135.059,0.11953,115771,4.86834,4641
./test_file,0,0,32,136.059,0.120079,115042,4.87935,4612
./test_file,0,0,32,137.06,0.12001,114967,4.87945,4616
./test_file,0,0,32,138.06,0.120903,114459,4.88538,4614
./test_file,0,0,32,139.06,0.118771,114143,4.85288,4620
./test_file,0,0,32,140.061,0.120029,111900,4.86156,4672
./test_file,0,0,32,141.061,0.120422,115118,4.879,4636
./test_file,0,0,32,142.062,0.120247,112180,4.88268,4606
./test_file,0,0,32,143.062,0.120258,111546,4.86236,4532
./test_file,0,0,32,144.063,0.120518,115375,4.88145,4565
./test_file,0,0,32,145.063,0.120155,111701,4.86044,4587
./test_file,0,0,32,146.063,0.119804,111975,4.87744,4652
./test_file,0,0,32,147.064,0.119896,111980,4.87331,4595
./test_file,0,0,32,148.064,0.119186,114379,4.86958,4588
./test_file,0,0,32,149.065,0.119972,113334,4.88039,4540
./test_file,0,0,32,150.065,0.119652,114367,4.87529,4526
./test_file,0,0,32,151.066,0.119583,113989,4.86301,4589
./test_file,0,0,32,152.066,0.119453,118630,4.87313,4578
./test_file,0,0,32,153.066,0.120228,112101,4.86347,4579
./test_file,0,0,32,154.067,0.119583,116521,4.85707,4549
./test_file,0,0,32,155.067,0.121166,111713,4.86658,4609
./test_file,0,0,32,156.068,0.120617,116858,4.88567,4613
./test_file,0,0,32,157.068,0.119888,112696,4.87482,4575
./test_file,0,0,32,158.069,0.119698,113510,4.87808,4583
./test_file,0,0,32,159.069,0.120693,114512,4.87411,4614
./test_file,0,0,32,160.069,0.119919,116611,4.86946,4606
./test_file,0,0,32,161.07,0.121014,112755,4.87607,4662
./test_file,0,0,32,162.07,0.120499,114256,4.86708,4624
./test_file,0,0,32,163.071,0.119354,113615,4.86929,4520
./test_file,0,0,32,164.071,0.119049,114767,4.86345,4626
./test_file,0,0,32,165.072,0.119461,113196,4.86649,4601
./test_file,0,0,32,166.072,0.12006,115862,4.87722,4616
./test_file,0,0,32,167.072,0.120625,113228,4.87049,4577
./test_file,0,0,32,168.073,0.120152,116047,4.88173,4530
./test_file,0,0,32,169.073,0.121193,113619,4.88232,4549
./test_file,0,0,32,170.074,0.119762,114213,4.8565,4603
./test_file,0,0,32,171.074,0.121391,118372,4.89017,4631
./test_file,0,0,32,172.075,0.1208,112956,4.87475,4609
./test_file,0,0,32,173.075,0.11948,112925,4.86603,4599
./test_file,0,0,32,174.075,0.119232,113015,4.84908,4567
./test_file,0,0,32,175.076,0.120098,115083,4.88289,4563
./test_file,0,0,32,176.076,0.120132,113455,4.89195,4524
./test_file,0,0,32,177.077,0.120255,112485,4.88821,4539
./test_file,0,0,32,178.077,0.120163,113558,4.87074,4575
./test_file,0,0,32,179.078,0.120102,111318,4.86653,4646
./test_file,0,0,32,180.078,0.120911,114624,4.87526,4608
./test_file,0,0,32,181.078,0.120453,112435,4.88291,4593
./test_file,0,0,32,182.079,0.121258,113850,4.87486,4569
./test_file,0,0,32,183.079,0.119732,110915,4.86251,4604
./test_file,0,0,32,184.08,0.119926,113696,4.86625,4538
./test_file,0,0,32,185.08,0.120663,109660,4.87611,4614
./test_file,0,0,32,186.081,0.119534,113590,4.88969,4618
./test_file,0,0,32,187.081,0.120907,113189,4.88074,4610
./test_file,0,0,32,188.082,0.120934,111638,4.87797,4544
./test_file,0,0,32,189.082,0.119789,112863,4.85643,4583
./test_file,0,0,32,190.082,0.120754,113849,4.8801,4559
./test_file,0,0,32,191.083,0.12138,116233,4.89136,4576
./test_file,0,0,32,192.083,0.120789,114019,4.88146,4577
./test_file,0,0,32,193.084,0.120678,114031,4.87321,4596
./test_file,0,0,32,194.084,0.120224,114472,4.8593,4597
./test_file,0,0,32,195.085,0.120201,112949,4.89737,4599
./test_file,0,0,32,196.085,0.120419,115868,4.87201,4614
./test_file,0,0,32,197.086,0.119843,115323,4.87978,4616
./test_file,0,0,32,198.086,0.120186,116959,4.87244,4622
./test_file,0,0,32,199.087,0.120838,115680,4.88395,4616
./test_file,0,0,32,200.087,0.119797,115568,4.85183,4649
./test_file,0,0,32,201.087,0.120514,112966,4.87875,4635
./test_file,0,0,32,202.088,0.120705,117613,4.88458,4610
./test_file,0,0,32,203.088,0.120827,112810,4.86427,4560
./test_file,0,0,32,204.089,0.119518,116957,4.86777,4584
./test_file,0,0,32,205.089,0.120491,114385,4.88081,4601
./test_file,0,0,32,206.089,0.120041,115301,4.8834,4655
./test_file,0,0,32,207.09,0.119263,115593,4.87604,4587
./test_file,0,0,32,208.09,0.119064,116620,4.87113,4581
./test_file,0,0,32,209.091,0.119446,114358,4.87308,4626
./test_file,0,1,32,1.00045,1.06818,94382181147522,2.12293,4447
./test_file,0,1,32,2.00093,1.07805,18446649691528404094,2.12171,4437
./test_file,0,1,32,3.00138,1.09318,0,2.12856,4435
./test_file,0,1,32,4.00184,1.1032,0,2.12481,4436
./test_file,0,1,32,5.00231,1.11088,0,2.12363,4445
./test_file,0,1,32,6.00283,1.13136,0,2.13002,4444
./test_file,0,1,32,7.00327,1.14021,0,2.12269,4436
./test_file,0,1,32,8.00375,1.15456,0,2.12577,4435
./test_file,0,1,32,9.00422,1.16778,0,2.12505,4390
./test_file,0,1,32,10.0047,1.1796,0,2.12341,4380
./test_file,0,1,32,11.0051,1.19228,0,2.12149,4396
./test_file,0,1,32,12.0056,1.20393,0,2.11525,4415
./test_file,0,1,32,13.0061,1.22684,0,2.12806,4390
./test_file,0,1,32,14.0066,1.2398,0,2.12273,4360
./test_file,0,1,32,15.007,1.25443,0,2.12321,4443
./test_file,0,1,32,16.0075,1.2688,8,2.13517,4354
./test_file,0,1,32,17.0079,1.28455,0,2.11907,4447
./test_file,0,1,32,18.0085,1.3055,27,2.12617,4364
./test_file,0,1,32,19.009,1.32173,0,2.12747,4440
./test_file,0,1,32,20.0095,1.3392,0,2.12595,4466
./test_file,0,1,32,21.0099,1.35796,0,2.12306,4443
./test_file,0,1,32,22.0104,1.37354,0,2.11752,4465
./test_file,0,1,32,23.0109,1.39285,0,2.12143,4444
./test_file,0,1,32,24.0114,1.41726,0,2.12495,4460
./test_file,0,1,32,25.0119,1.4345,0,2.12329,4443
./test_file,0,1,32,26.0124,1.45286,0,2.12025,4478
./test_file,0,1,32,27.0129,1.47285,0,2.11744,4461
./test_file,0,1,32,28.0137,0.489288,9894,0.698059,3220
./test_file,0,1,32,29.0141,1.4879,99408,2.11834,4418
./test_file,0,1,32,30.0146,1.48909,171098,2.11874,4404
./test_file,0,1,32,31.0151,1.49327,126203,2.12483,4412
./test_file,0,1,32,32.0156,1.48638,118679,2.11156,4416
./test_file,0,1,32,33.016,1.48034,131847,2.10614,4398
./test_file,0,1,32,34.0166,1.48087,118247,2.11523,4379
./test_file,0,1,32,35.0171,1.46475,94876,2.15262,4354
./test_file,0,1,32,36.0177,1.47913,88309,2.10398,4460
./test_file,0,1,32,37.0181,1.48746,94493,2.11354,4418
./test_file,0,1,32,38.0186,1.49073,99382,2.1193,4402
./test_file,0,1,32,39.019,1.4869,107635,2.11662,4410
./test_file,0,1,32,40.0196,1.48703,104027,2.11598,4371
./test_file,0,1,32,41.02,1.48809,112414,2.11671,4356
./test_file,0,1,32,42.0205,1.48022,106399,2.10678,4418
./test_file,0,1,32,43.0209,1.48129,112616,2.11069,4312
./test_file,0,1,32,44.0214,1.48548,119948,2.11148,4319
./test_file,0,1,32,45.0219,1.48394,115258,2.11022,4372
./test_file,0,1,32,46.0224,1.48906,120731,2.11626,4386
./test_file,0,1,32,47.0229,1.48688,118206,2.1132,4394
./test_file,0,1,32,48.0233,1.48756,117827,2.11631,4397
./test_file,0,1,32,49.0238,1.48824,109463,2.11694,4409
./test_file,0,1,32,50.0244,1.48769,117377,2.11489,4419
./test_file,0,1,32,51.025,1.4024,164005,1.99234,4391
